Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Soil pH,Relative Humidity,Environmental Condition
30.5,24.3,27.6,112.5,6.74,82.81,good
33.1,21.7,28.6,27.5,6.54,79.67,good
36.1,23.9,29.8,48.4,7.24,70.17,good
33.1,20.7,29.1,138.01,6.25,76.37,good
31.3,21.7,27.6,59.7,6.28,77.4,good
31.1,23,27.8,38.81,6.52,83.42,good
35.1,18.7,28.7,0,6.37,65.79,good
34.1,21.1,28.4,16.3,5.67,61.81,good
33.1,20.7,28.2,13.89,7.32,72.18,good
33.1,23,28.3,25.27,5.57,73.78,good
32.1,19.1,27.1,26.8,5.7,77.78,good
33.1,17.9,27.6,0,6.33,66.29,good
31.1,15.9,24.6,0,5.59,58.05,good
31.1,11.4,23.9,0,7.14,50.36,good
32.1,12.9,23.5,0,5.73,59.43,good
29.1,14.1,23.9,0,6.94,62.66,good
29.1,14.4,22.4,0,7.22,48.66,good
31.1,9.1,24.8,0,5.76,47.46,good
31.1,10.1,23.7,0,5.6,55.18,good
32.1,11.1,24.5,0,7,52.84,good
32.1,14.1,24.8,0,7.06,52.42,good
34.1,13.7,26.5,0,6.51,47.31,good
32.1,15.2,25.4,0,5.63,55.52,good
29.1,14.1,24.4,0,6.81,58.04,good
34.1,19.2,25.9,0,6.29,52.24,good
34.1,21.2,28.4,0.4,5.79,48.7,good
37.1,19.2,28.7,0,7.24,40.24,good
39.1,21.8,29.5,0,6.49,44.46,good
35.1,15.1,27.7,0,6.65,63.85,good
39.1,13.2,29.1,0,6.3,55.57,good
35.9,20.7,28.1,0,6.78,67.6,good
33.8,22.2,29.2,0,5.83,70.24,good
36.6,21.1,29.2,26,6.18,69.49,good
37.7,25.7,29.7,0,5.58,68.69,good
33.8,24.9,29.1,0,7.06,70.06,good
35.2,25.5,29.3,0,5.96,70.03,good
34.1,26.1,30,0,7.31,72.48,good
34.6,24.2,30.4,4.8,6.1,69.6,good
34.1,22.9,29.6,253.65,6.45,76.73,good
32.1,25,27.7,21.69,6.09,84.08,good
32.1,22.9,28.1,72.11,6.03,87.13,good
31.1,23.2,29.1,16.3,7.36,79.92,good
31.1,24.1,28.6,95.21,6.58,80.32,good
31.1,23.7,27.1,320.13,5.52,86.14,good
31.1,22.6,26.5,354.18,6.83,90.36,good
30.1,23,27.6,141.7,7,86.92,good
30.1,22.1,26.5,378.04,5.73,90.23,good
30.1,22.4,27.1,70.01,7.32,88.35,good
30.1,22.9,27.7,26.5,5.9,84.15,good
30.1,22.7,27.4,55.64,7.4,84.32,good
29.1,21.7,26.1,378.28,6.12,90.22,good
31.1,22.4,26.7,355.71,5.82,93.26,good
30.1,22.1,27.4,61.28,5.5,85.1,good
30.7,23.2,26.9,74.8,6.47,86.4,good
30.1,20.1,27,42.4,6.55,78.68,good
31.1,21.1,27.8,94.1,7.23,76.66,good
34.1,20.2,28.5,21.4,6.27,76.64,good
34.1,20.9,28.3,230.45,7.45,78.68,good
36.1,20.4,29,8,7.06,64.77,good
35.1,17.1,29.3,0,6.96,49.86,good
36.1,19.1,29.1,0,6.59,58.32,good
35.1,16.2,28.6,0,7.16,57.04,good
35.1,16.1,28.3,0,5.66,47.62,good
35.1,16.9,28.2,0,6.03,43.91,good
34.1,19.1,28.6,0,6.56,58.63,good
34.1,15.7,26.9,0,6.22,57.46,good
34.1,19.2,26.5,0,7,50.6,good
33.1,12.9,25.8,0,6.5,51.07,good
31.1,10.4,24,0,6.21,50.07,good
27.9,21,23.9,0,5.67,48.94,good
32.1,16.1,24.4,0,6.99,54.45,good
31.1,10.1,23.3,0,6.04,42.54,good
29.1,15.7,22.3,0,7.14,60.52,good
30.1,13.2,23,0,6.3,57.61,good
33.1,9.7,25,0,6.13,54.39,good
34.1,12.6,23,0,5.83,42.02,good
33.4,15.4,24.7,0,6.59,47.43,good
37.1,13.9,27.4,0,5.53,41.33,good
33.3,16.7,25,0,6.07,56.82,good
34.5,12.7,24.8,0,5.96,54.59,good
36.4,15.1,27.5,0,6.78,45.48,good
38.1,16.9,28.8,0,7.37,44.96,good
37.7,20.1,28,0,7.32,71,good
33.6,19.4,28.6,0,5.69,70.88,good
38.1,24,29.3,0,5.89,67.1,good
36.1,25.4,30.4,7,5.88,60.96,good
35.7,22.1,29.3,0,7.19,67.07,good
34.7,24.4,28.9,0,5.56,74.99,good
33.7,25.4,29.3,0.2,5.82,73.78,good
34.4,23.2,29.6,0,6.65,69.36,good
33.8,26.1,29.7,0,6.03,68.69,good
33.6,26.9,30.1,0,6.03,67.6,good
33.6,21.6,29.1,29.97,6.19,73.9,good
33.2,24.1,29.1,100.18,7.13,75.85,good
32.1,25.1,29.4,52.2,6.85,75.84,good
32.1,24.9,28.4,138.12,6.81,80.05,good
31.7,23.4,27.7,178.27,6.62,85.07,good
31.2,22.9,27.8,170.76,6.76,82.48,good
31.1,22.9,28.3,158.93,7.46,81.78,good
31.1,24.2,28.1,37.33,5.54,81.94,good
30.1,23.9,27.7,102.98,7.5,83.24,good
30.1,22.1,27.2,83.29,7.27,85.18,good
30.1,21.9,27.5,28.47,6.22,81.08,good
31.1,22.7,27.7,69.18,5.89,81.25,good
29.6,21.7,26.6,144.24,6.66,89.93,good
30.1,22.6,26.8,307.6,6.19,88.69,good
30.1,22.4,27,395.13,7.27,84.48,good
30.1,23,27.3,62,7.21,79.68,good
35.1,21.4,28.3,34,7.04,74.48,good
32.1,22.2,27.4,192.14,7.4,84.72,good
35.1,23.3,28.8,38,6.41,71.9,good
35.1,21.9,29.5,0.1,7.33,54.11,good
35.1,23.2,29.5,24.1,6.9,59.81,good
35.1,18.9,28.5,0.2,7.48,53.25,good
34.1,19.6,27.6,0,6.27,60.87,good
34.1,15.2,27.2,0,6.59,52.38,good
33.1,9.7,26.6,0,6.44,45.25,good
32.1,17.4,25.7,0,6.31,59.25,good
35.1,14.9,27.8,0,7.19,57.34,good
32.1,16.2,24.9,0,6.9,65.66,good
34.1,11.4,25.9,0,5.59,52.54,good
32.1,13.1,24.7,0,6.51,51.68,good
29.3,20.1,25.2,0,6.98,66.62,good
30.3,13.8,23.2,0,6.66,56.65,good
33.1,8.7,24.2,0,5.84,51.16,good
32.4,10.4,23.4,0,7.12,59.38,good
31.1,13.2,23,0,7.26,63.7,good
31.1,13.9,24.2,0,5.79,61.35,good
33.1,17,24.6,0,5.52,60.62,good
35.1,13.1,26.8,0,7.45,56.91,good
33.8,14.2,25.5,0,6.88,54.85,good
38.1,14.7,27.1,0,7.46,45.37,good
39.1,13.7,29.5,0,7.42,31.75,good
33.7,21.8,27.1,3.2,7.09,62.47,good
34.1,16.4,27.8,0,6.43,56.61,good
35.7,20.1,27.9,0,7.28,58.12,good
36.7,19.1,27.8,0,6.95,61.77,good
34,17.9,28.7,0,5.71,61.93,good
34.2,22.9,28,0,6.52,63.95,good
37.1,24.7,30.8,0,6.9,58.89,good
35.7,26.2,30.2,0,5.72,65.4,good
34.1,26.4,29.8,0,6.53,66.58,good
33.3,25.8,29.9,0,7.03,66.36,good
34.5,26.7,30.6,0,6.84,67.42,good
35.4,26.1,30.9,0.8,6.12,66.61,good
33.2,23.4,28.7,205.75,6.93,77.68,good
32.1,22.9,27.3,414.94,7.47,87.12,good
32.1,23,27.6,132.7,5.72,85.19,good
31.1,22.9,27.3,166.54,7.29,85.51,good
31.1,22.7,27.8,40.24,7.04,84.22,good
31.1,22.1,26.6,230.91,7.31,87.38,good
30.1,22.1,26.6,225.45,7.34,87.54,good
29.1,22.2,26.2,304.51,7.26,89.07,good
29.1,22.2,26.5,144.98,6.63,86.44,good
29.1,22.4,26.9,34.78,5.6,82.76,good
29.1,22.7,26.9,40.09,5.5,84.5,good
30.1,22.4,27.3,19.32,7.28,79.15,good
30.4,23.4,27.3,28.92,5.6,79.99,good
30.2,23.5,27.7,12.21,6.14,75.4,good
32.1,22.1,27.6,145.9,6.97,83.59,good
30.1,21.9,27.4,121.85,6.01,84.18,good
30.1,21.9,26.9,73.5,6.12,84.59,good
32.1,21.6,28,9,6.94,79.13,good
31.1,18.6,27.3,46.85,7.32,80.28,good
36.1,24,29.1,50,5.9,74.15,good
35.1,22.9,29.4,3,6.67,62.45,good
35.1,16.4,29,0,6.38,61.65,good
35.1,17.7,28.4,0,6.74,58.7,good
34.1,17.1,26.8,0,6.31,54.71,good
35.1,18.7,27.2,0,5.76,54.51,good
36.1,18.4,28.1,13,6.74,62.83,good
34.1,13.1,27.2,4,5.55,60.19,good
32.1,12.1,25,0,6.84,48.01,good
33.1,8.2,24,0,6.88,53.8,good
33.1,15.2,24.8,0,5.65,57.7,good
28.1,19.3,24.1,0,6.16,64.27,good
32.1,17.2,25,0,6.52,59.01,good
32.1,14.2,23.3,0,6.61,53.51,good
29.2,15.4,23.2,0,6.97,59.2,good
33.1,16.7,24.9,0.1,6.82,70.03,good
34.1,18.5,26.7,0,5.74,41.85,good
33.1,12.4,25.4,0,7.04,55.39,good
29.2,13.7,23.1,0,5.75,56.54,good
33.1,12.7,25.3,0,6.25,53.4,good
31.7,17,25.7,0,6.09,57.4,good
32.1,11.7,26,2,6.02,63.14,good
34.1,20.3,28.3,1.2,7.36,54.82,good
37.1,20.9,29.1,0,6.63,45.72,good
37.6,22.6,28.7,0,7.48,57.48,good
36.1,22.2,28.9,0,6.55,60.73,good
35.9,21.8,27.8,0,5.63,64.44,good
35.4,22.5,28.2,0,6.67,66.91,good
37.2,21.2,31,6,6.91,57.62,good
36.4,25.2,30,0.7,5.87,67.51,good
35.1,24.4,30.4,3,7.27,65.37,good
35.4,23.7,29.8,2,7.43,65.28,good
35.8,26.3,30.6,0,6.72,67.94,good
34.9,26.9,30.5,3,7.16,68.87,good
35.1,27.1,31,5.5,5.54,72.22,good
39.1,26.4,31.3,49.6,7.04,69.38,good
33.1,26.4,30,28.28,6.65,76.21,good
34.1,26.8,30.5,0.5,6.16,72.02,good
33.1,23.7,28.8,280.9,6.08,78.66,good
31.1,22.7,26.7,384.23,6.08,86.76,good
30.1,23,27,319.76,6.16,87.82,good
32.1,22.9,27.9,186.32,6.42,86.12,good
31.1,22.7,26.6,394.65,7.15,91.81,good
31.1,22.2,26.9,177.79,6.1,88.88,good
31.1,21.9,27.7,28.9,7.31,83.87,good
32.1,22.4,27.9,162.35,7.2,86.19,good
30.1,22.2,26.6,145.55,5.98,90.22,good
31.1,22.1,26.6,185.15,6.59,90.33,good
30.1,21.9,27.1,22.6,6.65,85.62,good
31.1,22.1,27.5,22.69,6.73,82.63,good
36.1,21.1,28.5,83.2,6.5,77.44,good
36.1,24.3,29.9,24.5,7.41,71.61,good
37.1,21.1,29.6,8,7.1,70.1,good
37.1,23.5,30.3,3,5.64,66.88,good
37.1,22.2,29.6,7.3,6.92,58.35,good
35.1,15.4,28.2,0,7.13,59.59,good
35.1,20.1,29.1,0,5.76,53.72,good
35.1,22.2,29,18.76,6.73,64.98,good
35.1,16.2,29.1,1.1,5.88,61.28,good
34.1,12.7,27.4,0,7.28,54.55,good
34.1,15.1,27.4,17.27,6.03,47.52,good
34.1,13.4,26.5,109.3,7.34,63.48,good
32.1,14.1,24.5,0,5.85,42.99,good
32.1,12.1,24.4,0,6.66,51.86,good
30.1,9.9,23.5,0,6.73,58.79,good
30.1,15.7,23.5,0,5.78,63.68,good
32.1,11.7,24.9,0,5.53,48.86,good
31.1,10.7,24.1,0,6.63,51,good
29.3,13.4,24.2,0,6.43,61.91,good
33.1,14.4,25,0,6.34,55.23,good
34.1,11.7,25.4,0,6.23,54.26,good
32.1,15.7,26,0,6.63,53.2,good
38.1,12.2,26.9,0,5.63,56.63,good
35.1,16.1,25.4,37.21,6.7,64.91,good
34.1,16.2,25.6,3.35,6.01,51.2,good
37.1,21.3,28.5,2.9,5.93,54.87,good
37.1,20.5,29.1,0,6.15,50.99,good
41.1,24.6,30.2,3.2,6.79,66.2,good
35.1,22.4,29.1,0,7.14,54.9,good
34.1,22.6,28,0,6.48,65.2,good
39.7,20.1,30.5,0,6.3,69.78,good
35.9,25.1,31.4,4.6,6.02,66.07,good
37.1,26.4,31.2,106.4,6.17,70.77,good
34.3,27.4,31,0,7.2,70.17,good
35.4,27.2,31.3,0.5,6.09,71.55,good
35.1,22.2,31,37.2,6.34,68.97,good
35.1,24.6,29.2,218.1,6.34,78.41,good
30.1,22.6,26.2,739.56,6.06,90.71,good
32.1,23,28.6,150.59,6.48,82.48,good
32.1,24.4,29.3,8,6.07,76.1,good
32.1,24.1,29.4,12.66,7.23,77.85,good
32.1,24.4,29.3,18.22,5.88,77.66,good
31.1,22.9,27.7,176.68,6.6,85.62,good
31.1,22.7,27.8,78.38,6.91,82.33,good
31.1,23,27.9,42.99,7.27,82.4,good
31.1,22.1,27.4,33.5,5.76,83.37,good
31.1,24.1,28.5,15.6,5.68,79.19,good
31.1,22.2,27.5,46.13,6.98,83.22,good
32.4,23.5,28.2,12.3,6.03,75.47,good
31.7,24.2,28.2,162.34,6.67,78.17,good
32.1,22.4,28.3,143.03,5.9,82.67,good
32.1,21.4,28.1,16,5.8,76.71,good
37.1,24.2,29.8,47.75,6,71.69,good
36.1,24.8,29.8,22.41,5.81,74.77,good
37.1,24.4,30.9,25,6.18,65.79,good
37.1,22.2,31.2,0.7,7.24,62.1,good
35.1,20.4,29.6,0.1,6.01,59.5,good
36.1,22.7,29.9,0,7.42,57.17,good
36.1,15.4,29.2,0,6.11,48.97,good
32.4,13.7,23.3,19.4,5.54,60.91,good
31.1,19.1,24,90,6.75,79.34,good
31.1,15.7,23,0,5.84,73.88,good
32.7,13.4,22.3,0,7.48,68.02,good
32.4,15.1,23.1,0,5.6,68.8,good
30.4,0.9,19,0,6.01,62.78,good
31.7,10.2,21,0,6.52,55.34,good
35.1,12.1,26.7,0,6.68,44.82,good
34.1,18.4,26.4,0,6.1,48.24,good
32.1,18.6,24.4,0,7.36,59.86,good
33.1,15.1,24.4,0,5.76,41.99,good
32.1,16.3,25.4,0,7.37,54.5,good
33.4,16,25,0,6.61,57.34,good
31.1,17.6,24.7,0,5.55,62.6,good
32.1,20.5,26.8,0,7.42,57.86,good
33.1,20.7,26.8,0,5.63,61.04,good
35.1,22.4,28.9,12,6.21,57.56,good
35.1,21.9,28.7,0,6.49,54.15,good
37.1,20.8,28.8,0,7.4,60.22,good
37.5,21.5,29.9,0,5.66,58.61,good
35.7,23.4,29.1,0,7.45,64.79,good
36.1,24.5,29.9,1,7.04,60.94,good
36.1,24.3,29.8,0,6.59,63.75,good
35.5,25.4,29.6,0,6.62,67.35,good
38.1,24.3,30.5,0,6.28,63.64,good
34.8,25.2,30.1,0,6.67,69.26,good
35.1,26.8,30.7,2,5.73,71.94,good
35.5,27.9,31.2,0,7.5,72.3,good
34.4,28.3,31.4,3.3,7.15,70.55,good
35.5,26.7,31.5,73.2,6.35,68.89,good
34.4,26.1,31.1,26.23,7,73.39,good
34.2,24.6,30.9,28.7,5.99,72.33,good
31.1,24.6,27.3,438.22,6.64,87.24,good
31.1,24.4,26.9,673.89,7.29,91.52,good
31.1,24.9,27.9,401.57,6.17,86.63,good
30.1,24.9,27.6,243.53,5.7,86.9,good
30.1,24,26.9,252.53,7.24,88.06,good
29.1,23.4,26.4,250.41,7.4,89.91,good
30.1,24.4,27.3,749.4,7.07,87.69,good
30.1,24.7,27.9,247.43,6.44,83.51,good
30.1,25.4,28.2,43.07,7.03,80.65,good
30.1,24,26.9,295.51,5.77,87.66,good
31,24.6,27.6,135.37,5.76,82.75,good
30.5,23.7,27.6,48.4,6.86,77.39,good
31.1,24,27.1,348.42,6.33,85.87,good
29.1,23.8,26.5,377.65,7.46,89.93,good
31.1,23.6,27.3,73.33,6.03,83.38,good
31.1,23.2,26.6,95.56,5.53,86.96,good
34.1,24.2,28.6,0,7.33,75.13,good
36.1,23.6,29.4,0,7.33,61.45,good
35.1,21.6,28.3,0,6.53,56.75,good
36.1,20.2,28.6,0,6.48,46.31,good
35.1,18.4,27.4,0,6.28,44.98,good
35.1,18.2,28.2,0,5.56,50.55,good
35.1,18.2,27.5,0,6.43,44.72,good
36.1,19.6,27.7,0,7.34,54.18,good
34.1,16.4,26.7,0,5.82,50.65,good
34.1,16.4,28.1,0,6.89,48.47,good
33.1,18.5,26.2,0,7.06,52.91,good
34.1,17.8,26.2,0,7.42,47.28,good
30.1,18.6,25.6,0,6.71,55.21,good
33.1,16.9,24.8,0,6.39,56.89,good
31.1,14.9,23.7,0,6.31,55.91,good
33.1,19.4,25.8,0,6.43,52.76,good
35.1,17.2,27.6,0,7.05,43.54,good
34.1,20.2,26.3,0,6.96,55.2,good
34.1,18.1,25.2,0,6.33,53.07,good
39.1,19.9,29.4,0,6.31,39.76,good
38.1,20,28.4,0,7.47,50.14,good
37.1,20.1,28.7,0,6.98,45.76,good
32.7,19.1,26.7,0,7.36,58.03,good
36.1,19.2,28.1,0,6.96,50.51,good
36.8,21.3,29.3,0,6.36,63.33,good
39.1,25.4,30.1,0,6.58,67.8,good
37.1,21.8,29.4,0,6.27,62.85,good
37.2,24,30.6,0,5.9,65.57,good
36.7,25.5,30.1,0,7.26,68.09,good
34.7,25,29.6,0,7.33,65.5,good
35.1,24.9,30.4,0.2,5.58,71.39,good
40.1,25.7,31,19.6,7.33,69.75,good
34.8,27,30.8,0,5.53,68.85,good
36,27.3,31.1,0,6.35,69.85,good
35.7,24.8,31.1,19.4,6.19,73.23,good
34.1,22.2,29,167.01,6.13,78.52,good
33.1,23.2,28.9,209.1,5.7,81.16,good
34.1,22.2,29,293.28,6.1,79.92,good
31.1,22.3,27.5,692.7,6.83,87.84,good
32.1,22.4,28.7,219.08,7.16,80.91,good
32.1,22.3,28,641.41,6.8,82.25,good
30.1,21.2,26.5,831.43,6.97,91.23,good
31.1,20.4,27.7,219.37,7.29,84.62,good
31.1,22.3,27.9,142.99,5.65,82.9,good
32.1,21.8,28,127.96,6.12,80.9,good
32.1,21.2,27.1,351.17,5.69,84.94,good
31.1,19.3,26.8,438.33,5.66,87.11,good
32.1,21.3,26.8,584.21,6.16,87.7,good
32.2,22.3,28.5,82.4,6.22,80.23,good
35.1,22.2,28.4,134.4,6.97,82.39,good
31.1,19.8,26.7,443.77,6.9,85.93,good
34.1,22.3,28.8,57.51,6.95,80.02,good
36.1,23.8,29.7,62.02,7.21,74.33,good
33.1,22.3,27.8,265.44,6.12,84.65,good
34.1,22.1,29,2.61,6.49,78.09,good
36.1,22.8,29.4,0,6.87,58.69,good
35.1,21.5,28.9,0,6.71,44.88,good
35.1,20.9,28.4,0,5.91,52.68,good
34.1,19.4,27.3,0,6.35,50.4,good
34.1,20.2,28,13,6.5,56.64,good
34.1,17.4,27.4,0,6.72,50.49,good
32.1,17.3,25,38.83,7.34,77.6,good
32.1,18.2,25.1,0,6.88,64.75,good
33.1,18.8,26.3,0,6.02,46.73,good
33.1,17.3,25.4,0,5.63,53.5,good
31.1,17.5,24.2,0,6.89,56.53,good
34.1,17.1,26.2,0,5.95,54.72,good
35.1,19.2,27.7,0,6.25,49.51,good
31.1,17.3,24.7,0,6.76,51.97,good
35.1,18.1,26.8,0,6.37,46.94,good
34.1,19.1,25.8,0,6.5,56.2,good
34.1,17.2,27.1,0,6.05,48.9,good
37.1,20.2,28.5,0,7.17,48.35,good
38.1,22.6,29.6,0,6.79,49.52,good
38.1,23.6,29.1,0,6.95,52.31,good
39.1,23.7,29.5,3,6.17,45.09,good
41.1,21.3,28.4,0,6.78,59.01,good
38.4,23,29,0,6.99,66.06,good
34.4,24.2,29.4,0,5.55,62.18,good
34.7,24.3,29.4,0,5.96,65.92,good
37.3,23.3,30.8,30,7.26,63.55,good
36.1,23.3,29.8,0,5.79,64.84,good
35.4,25.2,30.1,0,6.17,67,good
35.5,23.3,30.6,0,6.52,66.33,good
35.5,23.4,30.9,0,5.9,68.54,good
35.7,23.4,30.8,0,7.24,67.47,good
35.6,23.3,30.8,8,6.58,72.01,good
33.7,23.2,29.3,166.05,6,80.41,good
33.1,21.3,29.2,112.3,7.17,78.77,good
33.1,21.3,28.1,383.39,6.58,83.76,good
32.1,22.1,27.7,541.73,7.25,85.05,good
31.1,21.3,27,899.05,6.98,88.67,good
31.1,22.3,27,820.05,6.83,89.47,good
31.1,21.3,27.2,630.75,6.74,86.34,good
31.1,21.4,27.4,137.76,7.06,84.17,good
30.1,21.7,27.6,138.43,5.58,82.94,good
30.1,21.3,27.2,229.62,5.55,84.3,good
30.1,21.3,26.8,382.77,6.39,86.57,good
30.1,20.6,26.5,476.64,7.27,86.46,good
30.1,21.1,27,96.18,6.69,82.04,good
30.1,21,27.2,48.17,5.79,77.4,good
31.1,21.1,27.2,33.22,6.1,77.38,good
31.3,20.4,27.6,37.6,6.71,80.07,good
36.1,22.4,29.2,84.48,7.41,73.87,good
37.1,24.2,30.6,23.5,6.5,62.82,good
37.1,23.3,30.4,0,6.91,69.83,good
37.1,23.3,29.7,23.59,7.22,65.94,good
38.1,21.7,30.4,0,6.39,50.34,good
36.1,21.5,29.6,7,5.59,49.87,good
36.1,21.3,29.8,16.65,5.98,53.21,good
35.1,21.1,28.4,0,6.55,54.62,good
35.1,22.4,28.7,0,6.1,50.44,good
34.1,20.3,27.8,0,5.95,46.85,good
33.1,20.4,27.4,0,6.29,49.78,good
32.1,17.4,25.7,0,6.82,45.87,good
33.1,16.6,24.9,0,6.5,47.09,good
32.1,15.4,24.7,0,6.75,39.31,good
30.1,17.3,24.6,0,6.73,36.26,good
32.1,17.9,24.8,0,7.31,46.05,good
31.4,17.9,24.3,0,5.98,48.58,good
33.8,19,26.4,0,5.83,48.55,good
29.4,15.2,23.6,0,7.4,52.46,good
31,16.9,24.8,0,5.56,43.5,good
34,14.2,24.1,0,7.27,48.93,good
34.4,18.8,26.1,0,5.7,45.88,good
33.8,18.5,26.5,0,7.07,55.14,good
33,18.3,25.9,0,6.81,53.95,good
32.1,18.4,26.1,0,5.57,59.57,good
35.1,19.3,26.7,0,6.22,55.93,good
36.7,21.5,27.9,0,5.63,54.56,good
38.5,24.6,29.7,0,5.98,60.44,good
33.9,24.2,28.7,0,6.87,68.5,good
35.7,25.2,29.6,0.4,6.26,66.81,good
34.6,23.3,29.5,0.2,7.03,62.26,good
36,25.5,30.6,0,6.02,64.94,good
34,23.1,29.6,0,6.75,67.35,good
32.3,23.3,29.5,0,6.28,67.41,good
35.7,24.3,30.1,0,7.34,68.13,good
34,24.3,30.4,0,6.88,71.41,good
33.6,25.3,30.6,0,6.97,69.9,good
35,24.4,31,31,7.09,71.46,good
34.3,22.3,29.2,119.62,7.1,79.95,good
33,22.3,29.6,52.71,5.54,78.31,good
33,20.8,28,715.18,6.44,84.99,good
30.1,22.2,27,821.15,7.15,92.03,good
32.3,22.3,28.1,626.25,6.46,88.27,good
32,23.3,29,192.75,6.07,82.25,good
33.3,22.3,27.8,823.18,6.88,87.35,good
31,20.9,26.8,951.01,5.66,90.02,good
30.3,21.9,27.5,377.49,6.35,87.65,good
30.3,21.9,27.7,172.63,6.31,85.15,good
31.3,21.9,28.1,116.83,6.34,79.91,good
32.3,21.4,27.7,214.23,7.23,83.68,good
31.3,21.3,26.4,959.24,7.24,92.4,good
30,21,26.8,591.48,7.42,89.85,good
32,21.5,27.2,412.24,6.55,87,good
32,21.1,27.7,341,5.54,83.93,good
33,21.8,28.3,60.8,7.22,79.32,good
35,22.3,28.9,138.54,7.25,74.23,good
36,20.3,29,65.69,5.95,65.71,good
32.3,21.3,27.2,141.15,5.84,79.62,good
34.7,23.3,29.1,74.72,5.7,69.27,good
33.7,21.3,28.1,41.25,7.16,77.7,good
34.4,23,28.9,0,6.07,64.28,good
33.8,22.5,28.6,0,6.64,60.48,good
33.4,22.8,28.5,0,6.76,60.43,good
34,21.4,28.4,1,6.31,59.83,good
32,19.8,26.6,0,6.59,64.25,good
32.4,20,26.9,0,6.77,61.58,good
33,20.3,26.9,0.1,6.01,63.56,good
28.4,16.4,24.2,0,7.05,61.43,good
32.1,9.4,22.9,0,7.21,58.81,good
32.1,8.4,22,0,6.3,62.92,good
35.1,9.1,23.6,0,5.64,57.67,good
35.1,10.7,23.8,0,6.21,57.82,good
32.1,9.7,23.9,0,7.23,55.64,good
33.1,9.1,24.9,0,6.33,56.51,good
39.1,11.6,26.3,0,7.03,56.12,good
37.1,15.9,28.2,0.3,7.5,51.81,good
39.1,14.4,29.3,0,6.29,46.62,good
37.1,17.7,29.6,0,5.61,48.2,good
35.9,16.1,27.3,0,7.13,53.54,good
37.4,16.1,27.7,0,5.56,50.36,good
37.9,14.7,28.2,0,7.3,50.08,good
40.1,17.1,29.8,0,6.31,50.57,good
39.7,20.4,29.4,0,5.65,54.77,good
39.1,18.1,29.3,0,6.22,50.04,good
39.4,19.2,28.9,0,6.51,54.22,good
39.9,19.4,29.3,0,5.74,53.47,good
39.9,19.2,30.4,0,5.85,55.91,good
37.4,22.2,30,30.3,7.3,60.47,good
34.1,22.2,28.2,32.2,6.94,68.62,good
32.4,23,28.3,1.1,5.56,63.01,good
33.4,22.2,28.3,39.1,5.93,65.84,good
32.4,20.7,28.3,55.8,6.74,68.61,good
31.9,23,26.8,64.2,7.41,79.53,good
30.1,22.2,26.4,125,6.06,84.48,good
30.1,21.7,27.4,19.2,6.26,78.29,good
32.7,22.1,27,37.6,6.9,81.31,good
29.1,22.4,26.4,30.5,6.85,83.28,good
29.1,21.9,26.8,49.4,6.67,80.95,good
30.1,22.2,26.8,39.6,5.97,80.27,good
29.1,21.9,26.4,79.9,5.77,82.01,good
29.1,21.9,26.5,7.5,5.61,80.69,good
30.1,19.4,26.9,1,6.97,78.29,good
30.1,21.1,26.9,8,6.63,77.92,good
30.1,20.7,26.4,2.7,7.38,78.6,good
30.1,21.2,26.4,135.46,6.68,81.39,good
30.2,19.1,27,26.23,6.77,77.2,good
31.1,20.4,27.2,38.5,5.77,76.77,good
31.1,21.9,27,498.21,7.1,84.38,good
32.1,22.1,27.5,90.13,6.57,83.84,good
33.1,22.1,27.2,206.7,6.75,80.47,good
34.1,14.2,27,0,6.92,70.82,good
36.1,20.2,28.2,0,7.38,70.3,good
36.1,15.7,27.8,0,6.77,68.48,good
36.1,18.2,28.3,0,6.06,66.28,good
35.1,11.2,27.3,0,6.83,47.11,good
35.1,18,27.2,0,7.39,52.67,good
37.1,11.2,26.5,0,5.65,45.62,good
32.1,8.1,24.5,0,6.52,60.67,good
33.1,12.1,24.5,0,7.25,48.86,good
34.1,14.7,26,2.8,6.3,47.73,good
35.1,17.9,26.1,1.4,5.53,51.23,good
35.1,15.1,27.1,0,6.27,72.03,good
33.1,13.1,24.3,0,6.03,72.28,good
33.1,13.4,22.8,0,6.82,73.84,good
31.1,9.4,21.1,0,5.79,73.47,good
35.1,11.1,24,0,5.68,69.53,good
36.1,11.6,24,0,6.2,63.81,good
38.1,13.1,25.2,0,6.76,62.32,good
30.2,9.4,22.4,0,6.72,70.1,good
35.1,10.2,23.8,0,6.07,61.76,good
36.1,13.7,26.5,0,5.91,63.29,good
35.7,12.9,25.5,0,7.28,65.87,good
38.8,15.6,27.5,0,6.78,57.89,good
40.1,15.7,28.3,0,7.23,51.61,good
39.7,17.1,29.4,0,5.82,53.3,good
39.7,17.7,28.5,0,6.14,60.59,good
38.2,20.7,28.5,0,7.09,60.96,good
39.1,18.9,28.7,0,7.03,61.6,good
39.7,23.9,29.7,0.4,6.82,58.85,good
42.2,23.4,31,0,6.57,52.37,good
39.7,23.7,30.9,11,5.51,50.75,good
38.8,23.2,30.7,10,7,65.88,good
37.4,24.1,31.5,0,7.4,63.38,good
39.7,22.7,32.2,41,7.34,62.29,good
35.1,23,30.1,5.8,5.56,66.03,good
34.1,23,29.6,22,7.45,71.33,good
33.1,23.6,27,8.6,7.16,83,good
31.1,23.2,26.2,129.1,6.73,88.62,good
